machine_id,maker,shift,avg_vibration,avg_temp_c,throughput_units,prior_defect_rate,machine_age_years,high_defect
M-08,Hokuto,night,2.77,57.6,494.4,0.118,4,0
M-03,Brunner,night,5.0,64.9,422.8,0.12,11,0
M-03,Brunner,day,4.9,62.1,447.6,0.092,11,0
M-07,Brunner,day,3.99,68.8,468.4,0.101,12,1
M-07,Brunner,night,5.12,63.6,409.6,0.124,12,1
M-01,Hokuto,night,2.89,60.4,447.1,0.093,6,1
M-01,Hokuto,day,2.52,59.9,539.6,0.059,6,0
M-08,Hokuto,night,1.93,63.2,526.4,0.087,4,0
M-05,Voss,day,3.48,63.4,410.2,0.077,5,0
M-06,Voss,night,2.96,63.4,479.7,0.097,2,0
M-02,Hokuto,night,2.76,58.9,490.1,0.066,4,0
M-08,Hokuto,night,4.42,59.4,453.2,0.075,4,1
M-07,Brunner,night,5.19,63.3,426.1,0.126,12,1
M-02,Hokuto,day,4.32,60.4,482.0,0.06,4,1
M-07,Brunner,day,5.07,62.3,424.0,0.13,12,1
M-08,Hokuto,day,3.22,65.4,466.4,0.071,4,0
M-03,Brunner,day,4.38,62.0,471.7,0.13,11,1
M-01,Hokuto,day,4.04,60.9,483.4,0.086,6,1
M-05,Voss,night,3.35,60.6,506.3,0.084,5,1
M-01,Hokuto,night,3.67,59.8,474.6,0.1,6,0
M-05,Voss,day,4.03,60.8,460.4,0.045,5,0
M-01,Hokuto,day,3.62,65.8,554.5,0.076,6,0
M-04,Brunner,day,3.3,65.2,538.4,0.059,3,0
M-01,Hokuto,day,2.92,63.9,444.6,0.096,6,1
M-02,Hokuto,night,4.47,62.8,556.6,0.088,4,1
M-06,Voss,night,2.25,62.0,502.7,0.047,2,0
M-03,Brunner,day,4.82,64.7,431.8,0.084,11,1
M-08,Hokuto,day,2.38,59.1,520.0,0.026,4,1
M-06,Voss,night,3.71,60.7,466.4,0.075,2,0
M-07,Brunner,night,3.79,62.9,495.9,0.085,12,0
M-06,Voss,day,2.42,65.1,553.2,0.058,2,0
M-03,Brunner,night,4.05,61.4,532.0,0.096,11,0
M-04,Brunner,day,3.14,55.2,577.6,0.036,3,1
M-05,Voss,day,4.38,53.7,500.9,0.058,5,1
M-01,Hokuto,day,3.81,65.5,526.8,0.04,6,1
M-01,Hokuto,night,3.2,64.1,453.4,0.087,6,0
M-02,Hokuto,day,3.43,61.0,504.3,0.072,4,0
M-03,Brunner,day,4.65,64.0,520.6,0.104,11,0
M-01,Hokuto,night,3.36,65.7,580.7,0.114,6,0
M-05,Voss,night,3.06,61.5,534.9,0.084,5,0
M-05,Voss,night,2.81,60.7,494.3,0.077,5,0
M-05,Voss,day,3.18,59.0,466.7,0.083,5,1
M-05,Voss,night,3.99,59.4,514.9,0.113,5,1
M-02,Hokuto,day,3.28,60.6,518.8,0.068,4,0
M-07,Brunner,day,3.57,66.5,516.1,0.133,12,0
M-07,Brunner,day,4.29,68.3,506.9,0.108,12,1
M-03,Brunner,day,3.66,67.3,431.0,0.11,11,0
M-01,Hokuto,day,3.86,64.7,450.4,0.054,6,1
M-01,Hokuto,day,3.04,64.1,485.3,0.081,6,1
M-01,Hokuto,day,4.48,62.2,507.8,0.04,6,0
M-05,Voss,night,2.92,56.5,460.8,0.086,5,0
M-06,Voss,day,2.74,58.3,477.9,0.063,2,1
M-06,Voss,day,3.48,59.6,495.7,0.044,2,1
M-06,Voss,day,3.08,57.8,557.0,0.056,2,0
M-07,Brunner,day,3.56,66.1,437.7,0.084,12,0
M-05,Voss,day,3.58,62.5,524.9,0.068,5,1
M-03,Brunner,day,3.27,64.5,422.5,0.122,11,1
M-04,Brunner,day,3.5,68.2,551.3,0.061,3,0
M-07,Brunner,day,4.13,64.9,512.7,0.125,12,0
M-06,Voss,day,2.63,55.0,560.7,0.038,2,1
M-01,Hokuto,day,3.31,62.7,518.3,0.07,6,0
M-02,Hokuto,night,2.68,55.9,516.1,0.053,4,0
M-05,Voss,day,2.58,58.7,444.0,0.053,5,0
M-05,Voss,day,2.83,59.8,480.9,0.064,5,1
M-07,Brunner,night,4.12,64.4,514.3,0.117,12,0
M-07,Brunner,day,4.01,64.9,483.7,0.074,12,0
M-02,Hokuto,night,2.84,58.9,490.9,0.106,4,1
M-03,Brunner,night,3.95,68.5,440.8,0.122,11,1
M-02,Hokuto,day,1.92,59.8,510.9,0.068,4,0
M-08,Hokuto,day,2.59,64.1,544.4,0.049,4,0
M-02,Hokuto,day,3.56,57.0,409.1,0.09,4,0
M-06,Voss,day,3.16,52.7,537.9,0.056,2,0
M-03,Brunner,day,3.61,65.8,470.2,0.115,11,1
M-05,Voss,night,3.59,63.7,466.7,0.068,5,0
M-03,Brunner,day,3.98,62.1,480.0,0.12,11,1
M-01,Hokuto,night,3.84,63.8,535.3,0.105,6,0
M-01,Hokuto,day,3.75,60.8,465.0,0.034,6,1
M-03,Brunner,night,3.86,61.5,494.9,0.109,11,1
M-05,Voss,day,3.99,58.1,521.7,0.081,5,0
M-08,Hokuto,night,3.53,57.9,506.5,0.069,4,0
M-03,Brunner,night,4.24,62.7,501.8,0.135,11,1
M-03,Brunner,day,3.63,64.4,432.3,0.083,11,0
M-05,Voss,day,3.43,55.2,563.1,0.092,5,1
M-01,Hokuto,day,2.4,61.0,517.2,0.069,6,0
M-05,Voss,night,4.38,56.0,516.4,0.097,5,1
M-08,Hokuto,night,3.39,49.5,557.6,0.059,4,0
M-02,Hokuto,day,2.86,63.3,496.0,0.084,4,0
M-08,Hokuto,night,3.73,66.2,568.1,0.105,4,1
M-07,Brunner,day,3.79,66.1,469.3,0.103,12,1
M-02,Hokuto,day,3.86,60.0,444.8,0.088,4,0
M-07,Brunner,day,4.11,61.6,498.2,0.09,12,1
M-01,Hokuto,day,3.02,61.7,529.8,0.111,6,0
M-08,Hokuto,night,3.34,60.9,538.2,0.08,4,0
M-04,Brunner,night,2.78,67.9,429.8,0.104,3,1
M-03,Brunner,day,3.39,70.4,540.9,0.083,11,0
M-03,Brunner,day,4.66,65.5,451.5,0.109,11,1
M-07,Brunner,night,4.18,63.7,471.8,0.079,12,1
M-08,Hokuto,day,3.13,63.5,466.2,0.043,4,0
M-04,Brunner,day,2.42,61.3,526.6,0.033,3,1
M-03,Brunner,night,5.03,61.1,469.0,0.094,11,1
M-02,Hokuto,night,2.51,61.4,530.1,0.095,4,0
M-04,Brunner,day,3.21,64.4,442.8,0.112,3,1
M-01,Hokuto,night,3.82,63.5,439.0,0.102,6,1
M-02,Hokuto,night,2.99,60.3,484.4,0.12,4,0
M-01,Hokuto,day,4.23,62.0,498.8,0.1,6,1
M-07,Brunner,day,4.18,65.9,507.3,0.072,12,0
M-06,Voss,day,1.81,63.6,603.5,0.078,2,1
M-03,Brunner,night,4.47,63.0,474.7,0.114,11,1
M-01,Hokuto,day,3.32,57.5,501.0,0.098,6,1
M-01,Hokuto,day,3.75,64.5,547.1,0.105,6,0
M-04,Brunner,day,2.61,55.4,552.5,0.06,3,0
M-01,Hokuto,day,4.17,60.4,481.4,0.063,6,0
M-06,Voss,day,3.52,60.3,597.4,0.063,2,0
M-03,Brunner,day,4.55,64.8,431.3,0.13,11,1
M-07,Brunner,night,4.17,62.1,466.6,0.123,12,0
M-04,Brunner,night,2.12,60.3,545.0,0.087,3,0
M-04,Brunner,day,3.44,64.5,515.4,0.076,3,0
M-07,Brunner,night,3.71,63.0,499.0,0.12,12,1
M-08,Hokuto,night,4.71,55.4,549.6,0.101,4,1
M-05,Voss,night,3.8,55.8,530.2,0.105,5,0
M-02,Hokuto,day,3.58,66.5,517.7,0.083,4,0
M-03,Brunner,night,4.61,61.1,470.4,0.109,11,1
M-08,Hokuto,night,3.68,59.8,536.2,0.07,4,1
M-04,Brunner,day,3.42,60.8,526.8,0.026,3,0
M-05,Voss,day,3.44,57.4,480.6,0.08,5,0
M-04,Brunner,day,3.97,57.4,452.5,0.052,3,0
M-01,Hokuto,night,3.64,58.6,492.4,0.1,6,0
M-02,Hokuto,night,2.81,59.9,471.6,0.097,4,0
M-08,Hokuto,day,3.34,56.0,493.2,0.066,4,1
M-05,Voss,day,3.36,60.4,501.4,0.041,5,0
M-03,Brunner,day,3.77,66.8,443.2,0.081,11,1
M-03,Brunner,night,3.53,60.8,527.1,0.11,11,0
M-05,Voss,day,2.78,57.5,531.0,0.079,5,1
M-03,Brunner,night,4.58,63.4,467.8,0.115,11,1
M-03,Brunner,night,4.13,61.9,504.6,0.117,11,0
M-02,Hokuto,day,2.59,56.3,504.8,0.073,4,0
M-05,Voss,day,4.52,59.9,476.1,0.079,5,1
M-02,Hokuto,day,3.18,56.2,506.9,0.062,4,1
M-04,Brunner,day,3.05,58.5,527.0,0.044,3,1
M-03,Brunner,night,4.58,63.6,505.3,0.104,11,0
M-08,Hokuto,night,4.05,55.6,477.4,0.077,4,1
M-05,Voss,night,2.56,60.5,542.4,0.095,5,0
M-03,Brunner,night,4.36,60.5,421.3,0.115,11,1
M-08,Hokuto,night,3.43,64.6,592.6,0.08,4,0
M-03,Brunner,night,3.81,62.1,525.8,0.132,11,0
M-01,Hokuto,night,3.42,69.5,517.6,0.078,6,1
M-02,Hokuto,day,2.96,61.4,586.2,0.062,4,1
M-05,Voss,day,3.63,60.2,509.0,0.077,5,0
M-03,Brunner,night,3.44,66.1,448.6,0.133,11,1
M-08,Hokuto,day,3.19,59.3,606.7,0.098,4,0
M-04,Brunner,night,3.75,60.1,418.5,0.073,3,0
M-03,Brunner,day,3.77,67.2,549.8,0.083,11,0
M-08,Hokuto,night,3.3,62.5,541.0,0.122,4,1
M-02,Hokuto,day,2.74,58.1,576.5,0.107,4,0
M-08,Hokuto,day,3.65,60.2,472.6,0.045,4,1
M-02,Hokuto,night,2.47,62.4,493.0,0.084,4,1
M-08,Hokuto,night,3.86,61.0,559.9,0.064,4,0
M-04,Brunner,day,3.34,63.1,476.7,0.067,3,0
M-06,Voss,night,3.6,57.9,529.6,0.067,2,0
